treecover,SR_B1,SR_B2,SR_B3,SR_B4,SR_B5,SR_B7,NDVI,SAVI,EVI,Brightness,Greenness
0,0.052175,0.080472499,0.090056248,0.295027494,0.219938755,0.152852505,0.532277048,0.347376019,0.354854226,0.379594803,0.131044418
4,0.075934999,0.104865,0.122052498,0.197017506,0.188052505,0.163577497,0.234948471,0.137286812,0.13782157,0.33844915,0.027478795
5,0.03782,0.05652,0.065375,0.194707498,0.171415001,0.100107498,0.497274905,0.255233794,0.248085156,0.268085718,0.084465779
14,0.045822501,0.065375,0.0651825,0.216845006,0.132612497,0.081105001,0.537757874,0.290902495,0.299901038,0.263400257,0.094209485
0,0.027534999,0.056671247,0.051432498,0.252375007,0.157417506,0.091101244,0.661413908,0.374982506,0.370891124,0.282431364,0.136204615
0,0.053687502,0.0718375,0.0894925,0.283752501,0.177739993,0.136187494,0.520462453,0.333686411,0.342477053,0.346882045,0.123773925
0,0.0621025,0.081544995,0.093177497,0.20194,0.170961261,0.138909996,0.368539661,0.205181941,0.209927931,0.306073666,0.055470012
0,0.04332,0.064055003,0.046950001,0.485657513,0.2042225,0.081297502,0.823697567,0.63728112,0.760347366,0.442867279,0.301765382
0,0.056189999,0.07621,0.092627503,0.194570005,0.169242501,0.118725002,0.35495609,0.194250807,0.191778407,0.292862207,0.058290593
0,0.0234375,0.032677501,0.034189999,0.11383,0.106707498,0.0718925,0.538035393,0.184346169,0.174161971,0.161823109,0.04803494
0,0.086302496,0.1117125,0.123702496,0.154585004,0.147297502,0.128432497,0.110973388,0.059520114,0.061788186,0.294822305,-0.008125443
0,0.114957497,0.146720007,0.162725002,0.219485,0.220475003,0.194405004,0.148504749,0.096507631,0.106399424,0.415768236,-0.002061313
0,0.076388747,0.103159994,0.134193748,0.17919749,0.220062494,0.188011259,0.143602431,0.082992792,0.079712212,0.352742463,0.009573204
0,0.0764575,0.106899999,0.132695004,0.214562505,0.244124994,0.221602499,0.235754445,0.144939706,0.142397955,0.391602457,0.030641688
0,0.094607502,0.129065007,0.162532493,0.253585011,0.243794993,0.207302496,0.218814433,0.149084345,0.149833947,0.434425622,0.037690733
0,0.080444999,0.102224998,0.111932501,0.224765003,0.210299999,0.160607502,0.335115343,0.202281892,0.218156487,0.363027304,0.051053077
0,0.050552499,0.071259998,0.089024998,0.220337495,0.207027495,0.122272499,0.424461603,0.243362829,0.238690317,0.321966082,0.084785238
0,0.112757497,0.153347507,0.166189998,0.253915012,0.262357503,0.207330003,0.208816871,0.143013597,0.156052813,0.460549951,0.022663267
0,0.044750001,0.075137503,0.064110003,0.244179994,0.183129996,0.102197498,0.584092855,0.334168404,0.348105282,0.31016162,0.112966329
0,0.082479998,0.114325002,0.152137503,0.253915012,0.231227502,0.207550004,0.250651091,0.168496042,0.164354488,0.415243298,0.049971726
0,0.0409825,0.055969998,0.063615002,0.196907505,0.17114,0.1051125,0.511635244,0.262896568,0.262133181,0.270918936,0.084051281
